lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,red_asistencial_red asistencial arequipa,red_asistencial_red asistencial la libertad,red_asistencial_red asistencial loreto,red_asistencial_red asistencial madre de dios,red_asistencial_red prestacional almenara,red_asistencial_red prestacional lambayeque,red_asistencial_red prestacional rebagliati,red_asistencial_red prestacional sabogal,dpto_entrega_item_apurimac,dpto_entrega_item_arequipa,dpto_entrega_item_cusco,dpto_entrega_item_la libertad,dpto_entrega_item_lambayeque,dpto_entrega_item_lima,dpto_entrega_item_loreto,dpto_entrega_item_madre de dios,dpto_entrega_item_piura,tipo_proveedor_legal entity,tipo_proveedor_natural person,tipo_proceso_seleccion_contratacion directa,tipo_proceso_seleccion_licitacion publica,tipo_proceso_seleccion_subasta inversa electronica,denominacion_dci_target_enc,lead_time_adjudicacion_raw,lead_time_formalizacion_raw,lead_time_total_proceso_raw,monto_adjudicado_soles_raw,flag_tiene_adenda
-0.5555555555555556,0.0,-0.35714285714285715,0,0,0,-0.3120271875548889,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1614654002713704,13.0,20.0,33,101165.11,0
0.8148148148148148,1.4705882352941178,1.119047619047619,0,0,1,0.6022819607865072,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.18054338299737072,50.0,45.0,95,694535.5,1
0.07407407407407407,2.088235294117647,0.9761904761904762,0,1,1,-0.377206999951293,2022,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.3050691244239631,30.0,55.5,89,58864.57,0
0.4074074074074074,0.7647058823529411,0.5714285714285714,1,1,1,-0.43031306111416956,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.28211009174311924,39.0,33.0,72,24399.68,0
-0.1111111111111111,-0.5294117647058824,-0.2857142857142857,0,0,1,-0.1635081749464851,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.28211009174311924,25.0,11.0,36,197551.31,0
0.6296296296296297,1.0588235294117647,0.8333333333333334,0,1,1,0.1348136912778028,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.3109339407744875,45.0,38.0,83,391156.9,1
-0.14814814814814814,-0.5882352941176471,-0.3333333333333333,0,0,1,-0.19952111785865081,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.1699761715647339,24.0,10.0,34,174179.55,0
-0.1111111111111111,-0.8235294117647058,-0.40476190476190477,0,1,0,-0.3701914457657801,2023,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.3089108910891089,25.0,6.0,31,63417.54,0
1.4074074074074074,1.1176470588235294,1.3571428571428572,0,1,1,0.8195856302567792,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.28211009174311924,66.0,39.0,105,835561.72,0
-0.2222222222222222,-0.29411764705882354,-0.2619047619047619,0,1,1,1.598326135986805,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.30939226519337015,22.0,15.0,37,1340950.47,0
-0.6296296296296297,-0.35294117647058826,-0.5476190476190477,1,1,1,-0.3198933197292629,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3109339407744875,11.0,14.0,25,96060.13,1
1.1111111111111112,1.7058823529411764,1.4047619047619047,0,1,0,-0.40062397394147453,2022,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.2490530303030303,58.0,49.0,107,43667.37,0
-0.8518518518518519,0.0,-0.5476190476190477,0,0,1,-0.2552096226117008,2023,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.28211009174311924,5.0,20.0,25,138038.7,0
-0.1111111111111111,-0.8235294117647058,-0.40476190476190477,0,1,1,-0.3921058516502062,2022,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.31727574750830567,25.0,6.0,31,49195.48,0
